assignment,file,kloc,submission_date,grade,subgrade_datatypes,subgrade_methods,subgrade_control_structures,subgrade_events,subgrade_coding_standard,subgrade_repeating_code,subgrade_decomposition,errors_total,pmd_total,checkstyle_total,errors_count,pmd_count,checkstyle_count,cluster_Best practices,cluster_Complexity,cluster_Incomplete code,cluster_Reusability and extendibility,cluster_Side effects,pmd_cat_Best practices,pmd_cat_Code style,pmd_cat_Design,pmd_cat_ErrorProne,checkstyle_cat_Block Checks,checkstyle_cat_Class Design,checkstyle_cat_Coding,checkstyle_cat_Imports,checkstyle_cat_Metrics,checkstyle_cat_SizeViolations,pmd_AbstractClassWithoutAbstractMethod,pmd_ArrayIsStoredDirectly,pmd_AssignmentInOperand,pmd_AtLeastOneConstructor,pmd_AvoidBranchingStatementAsLastInLoop,pmd_AvoidCatchingGenericException,pmd_AvoidCatchingNPE,pmd_AvoidCatchingThrowable,pmd_AvoidDeeplyNestedIfStmts,pmd_AvoidDuplicateLiterals,pmd_AvoidPrintStackTrace,pmd_AvoidReassigningLoopVariables,pmd_AvoidReassigningParameters,pmd_AvoidThrowingNullPointerException,pmd_AvoidThrowingRawExceptionTypes,pmd_AvoidUsingHardCodedIP,pmd_BooleanGetMethodName,pmd_CallSuperInConstructor,pmd_CloseResource,pmd_CognitiveComplexity,pmd_CompareObjectsWithEquals,pmd_ConfusingTernary,pmd_ConstructorCallsOverridableMethod,pmd_CyclomaticComplexity,pmd_DataClass,pmd_DontUseFloatTypeForLoopIndices,pmd_EmptyCatchBlock,pmd_EmptyControlStatement,pmd_ExcessiveParameterList,pmd_ExcessivePublicCount,pmd_FieldDeclarationsShouldBeAtStartOfClass,pmd_FinalFieldCouldBeStatic,pmd_ForLoopCanBeForeach,pmd_ForLoopShouldBeWhileLoop,pmd_ForLoopVariableCount,pmd_GodClass,pmd_IdempotentOperations,pmd_ImmutableField,pmd_ImplicitSwitchFallThrough,pmd_JumbledIncrementer,pmd_LawOfDemeter,pmd_LiteralsFirstInComparisons,pmd_LocalVariableCouldBeFinal,pmd_LogicInversion,pmd_LooseCoupling,pmd_MethodArgumentCouldBeFinal,pmd_MethodReturnsInternalArray,pmd_MutableStaticState,pmd_NPathComplexity,pmd_NcssCount,pmd_NoPackage,pmd_NullAssignment,pmd_OneDeclarationPerLine,pmd_OnlyOneReturn,pmd_PrematureDeclaration,pmd_ReturnEmptyCollectionRatherThanNull,pmd_SimplifiedTernary,pmd_SimplifyBooleanExpressions,pmd_SimplifyBooleanReturns,pmd_SingularField,pmd_SwitchDensity,pmd_SwitchStmtsShouldHaveDefault,pmd_SystemPrintln,pmd_TooManyFields,pmd_TooManyMethods,pmd_UnnecessaryConstructor,pmd_UnnecessaryFullyQualifiedName,pmd_UnnecessaryImport,pmd_UnnecessaryLocalBeforeReturn,pmd_UnnecessaryModifier,pmd_UnnecessaryReturn,pmd_UnnecessarySemicolon,pmd_UnusedAssignment,pmd_UnusedFormalParameter,pmd_UnusedLocalVariable,pmd_UnusedPrivateField,pmd_UnusedPrivateMethod,pmd_UseCollectionIsEmpty,pmd_UseEqualsToCompareStrings,pmd_UseObjectForClearerAPI,pmd_UseUtilityClass,pmd_UselessOverridingMethod,checkstyle_AvoidInlineConditionals,checkstyle_AvoidNestedBlocks,checkstyle_AvoidStarImport,checkstyle_AvoidStaticImport,checkstyle_BooleanExpressionComplexity,checkstyle_CyclomaticComplexity,checkstyle_DesignForExtension,checkstyle_EqualsAvoidNull,checkstyle_ExecutableStatementCount,checkstyle_ExplicitInitialization,checkstyle_FallThrough,checkstyle_FileLength,checkstyle_FinalClass,checkstyle_HiddenField,checkstyle_InnerAssignment,checkstyle_JavaNCSS,checkstyle_MagicNumber,checkstyle_MethodCount,checkstyle_MethodLength,checkstyle_MissingCtor,checkstyle_MissingSwitchDefault,checkstyle_ModifiedControlVariable,checkstyle_MultipleStringLiterals,checkstyle_NPathComplexity,checkstyle_NestedForDepth,checkstyle_NestedIfDepth,checkstyle_ParameterAssignment,checkstyle_ParameterNumber,checkstyle_ReturnCount,checkstyle_SimplifyBooleanExpression,checkstyle_SimplifyBooleanReturn,checkstyle_UnusedLocalVariable,checkstyle_VariableDeclarationUsageDistance,checkstyle_VisibilityModifier
HAN SPAD,aGFzaDg1NzE4NjQ2OTU5MDg3NDcyNTk=,0.905,2019-10-31,8.5,10.0,8.0,10.0,10.0,8.0,10.0,0.0,537.0165745856353,155.8011049723757,381.21546961325964,34.25414364640884,19.88950276243094,14.3646408839779,121.54696132596685,6.629834254143646,67.40331491712708,341.43646408839777,0.0,14.3646408839779,104.97237569060773,35.35911602209945,1.1049723756906078,0.0,169.060773480663,198.8950276243094,4.419889502762431,5.524861878453039,3.314917127071823,0.0,0.0,0.0,1.1049723756906078,0.0,0.0,0.0,0.0,0.0,1.1049723756906078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2099447513812156,0.0,0.0,0.0,0.0,0.0,1.1049723756906078,25.414364640883978,0.0,3.314917127071823,0.0,0.0,1.1049723756906078,0.0,0.0,0.0,0.0,3.314917127071823,0.0,32.04419889502763,0.0,0.0,30.939226519337016,0.0,0.0,0.0,0.0,1.1049723756906078,0.0,9.94475138121547,0.0,0.0,0.0,0.0,25.414364640883978,0.0,0.0,0.0,0.0,0.0,1.1049723756906078,1.1049723756906078,0.0,0.0,13.259668508287293,0.0,0.0,0.0,1.1049723756906078,1.1049723756906078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.419889502762431,0.0,4.419889502762431,1.1049723756906078,113.8121546961326,0.0,1.1049723756906078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.64088397790056,2.2099447513812156,0.0,1.1049723756906078,0.0,0.0,4.419889502762431,0.0,1.1049723756906078,0.0,0.0,0.0,0.0,25.414364640883978,0.0,0.0,2.2099447513812156,55.248618784530386
HAN SPAD,aGFzaC0yNzM0NTA5Nzk1MjQwNjY0Mjk5,0.994,2019-11-01,7.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,588.5311871227365,181.08651911468812,407.44466800804827,47.283702213279675,32.19315895372233,15.090543259557345,182.09255533199195,9.054325955734406,22.132796780684103,375.25150905432594,0.0,15.090543259557345,136.8209255533199,20.120724346076457,9.054325955734406,0.0,132.79678068410462,264.58752515090544,7.042253521126761,3.018108651911469,0.0,0.0,0.0,0.0,1.0060362173038229,0.0,0.0,0.0,0.0,0.0,0.0,1.0060362173038229,0.0,0.0,0.0,0.0,1.0060362173038229,0.0,0.0,2.0120724346076457,2.0120724346076457,2.0120724346076457,2.0120724346076457,0.0,3.018108651911469,0.0,0.0,0.0,1.0060362173038229,0.0,1.0060362173038229,43.25955734406438,1.0060362173038229,3.018108651911469,0.0,0.0,1.0060362173038229,0.0,1.0060362173038229,1.0060362173038229,0.0,7.042253521126761,0.0,18.10865191146881,0.0,6.036217303822938,42.25352112676056,0.0,0.0,1.0060362173038229,0.0,1.0060362173038229,2.0120724346076457,0.0,16.096579476861166,0.0,0.0,0.0,0.0,1.0060362173038229,0.0,0.0,3.018108651911469,0.0,1.0060362173038229,1.0060362173038229,0.0,0.0,11.066398390342052,0.0,0.0,0.0,1.0060362173038229,1.0060362173038229,0.0,0.0,0.0,0.0,0.0,2.0120724346076457,0.0,0.0,0.0,2.0120724346076457,0.0,7.042253521126761,0.0,0.0,2.0120724346076457,77.46478873239437,0.0,0.0,18.10865191146881,1.0060362173038229,0.0,0.0,2.0120724346076457,0.0,1.0060362173038229,224.34607645875252,0.0,0.0,1.0060362173038229,3.018108651911469,0.0,7.042253521126761,0.0,0.0,3.018108651911469,0.0,0.0,3.018108651911469,0.0,0.0,0.0,0.0,55.331991951710265
HAN SPAD,aGFzaDE2Mzc4OTM3Nzk1MTg4NDY4MjY=,0.492,2019-11-01,7.4,8.0,8.0,8.0,8.0,8.0,8.0,0.0,575.2032520325204,217.47967479674796,357.7235772357724,56.91056910569106,34.552845528455286,22.357723577235774,178.8617886178862,10.16260162601626,71.13821138211382,315.0406504065041,0.0,12.195121951219512,168.6991869918699,36.58536585365854,0.0,6.097560975609756,176.82926829268294,162.60162601626016,8.130081300813009,4.065040650406504,0.0,0.0,0.0,0.0,2.032520325203252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,6.097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,65.04065040650407,22.357723577235774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.195121951219512,0.0,0.0,36.58536585365854,0.0,0.0,0.0,0.0,2.032520325203252,0.0,6.097560975609756,10.16260162601626,0.0,0.0,0.0,0.0,4.065040650406504,0.0,0.0,6.097560975609756,0.0,2.032520325203252,2.032520325203252,0.0,0.0,24.390243902439025,6.097560975609756,0.0,0.0,2.032520325203252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.097560975609756,8.130081300813009,0.0,0.0,4.065040650406504,83.33333333333333,0.0,0.0,12.195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,134.14634146341464,0.0,0.0,2.032520325203252,6.097560975609756,0.0,0.0,0.0,0.0,4.065040650406504,0.0,0.0,0.0,0.0,4.065040650406504,0.0,0.0,93.4959349593496
HAN SPAD,aGFzaC0zNzAwMjU4OTk1NTE5MzQ2ODQy,0.448,2019-10-30,8.2,8.0,8.0,10.0,6.0,8.0,8.0,0.0,870.5357142857142,386.1607142857143,484.375,98.21428571428572,55.80357142857143,42.410714285714285,381.69642857142856,22.32142857142857,55.80357142857143,372.7678571428571,37.94642857142857,37.94642857142857,314.73214285714283,29.017857142857142,4.464285714285714,0.0,116.07142857142857,343.75,8.928571428571429,11.160714285714285,4.464285714285714,0.0,0.0,0.0,2.232142857142857,0.0,2.232142857142857,2.232142857142857,0.0,0.0,2.232142857142857,0.0,0.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,4.464285714285714,0.0,0.0,0.0,6.696428571428571,0.0,0.0,0.0,0.0,0.0,0.0,4.464285714285714,2.232142857142857,2.232142857142857,0.0,0.0,2.232142857142857,0.0,0.0,0.0,0.0,4.464285714285714,0.0,33.482142857142854,0.0,0.0,220.98214285714286,0.0,0.0,2.232142857142857,0.0,2.232142857142857,0.0,2.232142857142857,20.089285714285715,0.0,0.0,0.0,0.0,0.0,0.0,2.232142857142857,13.392857142857142,0.0,0.0,2.232142857142857,0.0,0.0,26.785714285714285,2.232142857142857,0.0,0.0,2.232142857142857,4.464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.553571428571427,0.0,8.928571428571429,0.0,2.232142857142857,4.464285714285714,84.82142857142857,0.0,0.0,4.464285714285714,0.0,0.0,0.0,13.392857142857142,0.0,2.232142857142857,241.07142857142856,0.0,0.0,2.232142857142857,13.392857142857142,0.0,13.392857142857142,2.232142857142857,2.232142857142857,0.0,22.32142857142857,4.464285714285714,4.464285714285714,0.0,0.0,0.0,2.232142857142857,31.25
HAN SPAD,aGFzaDgzMTY2MjQwNjA2Nzk3MzA4ODU=,0.468,2019-11-01,7.9,8.0,8.0,8.0,8.0,8.0,8.0,0.0,722.2222222222222,286.3247863247863,435.89743589743586,49.14529914529914,29.91452991452991,19.23076923076923,243.58974358974356,10.683760683760683,115.38461538461537,350.4273504273504,2.1367521367521367,2.1367521367521367,262.8205128205128,21.367521367521366,0.0,0.0,151.7094017094017,271.36752136752136,8.547008547008547,4.273504273504273,0.0,0.0,0.0,0.0,2.1367521367521367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41025641025641,0.0,0.0,0.0,0.0,0.0,0.0,68.37606837606837,8.547008547008547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.957264957264956,0.0,0.0,141.02564102564102,2.1367521367521367,0.0,0.0,0.0,2.1367521367521367,0.0,0.0,0.0,0.0,0.0,0.0,2.1367521367521367,0.0,0.0,0.0,0.0,0.0,2.1367521367521367,2.1367521367521367,0.0,0.0,25.64102564102564,6.41025641025641,0.0,0.0,2.1367521367521367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.547008547008547,0.0,0.0,4.273504273504273,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,66.23931623931624,0.0,0.0,194.44444444444443,0.0,0.0,2.1367521367521367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1367521367521367,0.0,0.0,6.41025641025641,68.37606837606837
HAN SPAD,aGFzaDQ5NTAwNDI1Njg2OTAwNzg2ODM=,1.08,2019-10-30,7.1,8.0,8.0,8.0,8.0,8.0,8.0,0.0,471.29629629629625,213.88888888888889,257.4074074074074,40.74074074074073,24.074074074074073,16.666666666666664,182.4074074074074,16.666666666666664,99.07407407407406,163.88888888888889,9.25925925925926,43.51851851851852,117.59259259259258,50.0,2.7777777777777777,0.0,104.62962962962962,140.74074074074073,3.7037037037037033,6.481481481481481,1.8518518518518516,0.0,0.0,0.0,0.9259259259259258,0.0,0.0,0.0,0.0,0.0,0.9259259259259258,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.9259259259259258,3.7037037037037033,14.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,13.888888888888888,0.0,0.0,76.85185185185185,0.0,0.0,0.0,0.9259259259259258,0.9259259259259258,0.0,5.555555555555555,8.333333333333332,0.9259259259259258,0.0,0.0,18.51851851851852,2.7777777777777777,0.0,2.7777777777777777,24.074074074074073,0.0,0.9259259259259258,0.9259259259259258,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.9259259259259258,8.333333333333332,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,4.62962962962963,48.148148148148145,0.0,1.8518518518518516,9.25925925925926,0.0,0.0,0.0,11.11111111111111,0.0,1.8518518518518516,53.7037037037037,0.0,0.0,0.9259259259259258,24.074074074074073,0.0,7.4074074074074066,0.0,0.0,0.0,5.555555555555555,0.0,1.8518518518518516,18.51851851851852,5.555555555555555,1.8518518518518516,0.9259259259259258,56.48148148148148
HAN SPAD,aGFzaC0xNzkxMTE2Nzk3ODM4MjQ0MzU2,0.776,2019-11-01,8.9,8.0,10.0,8.0,8.0,8.0,8.0,0.0,795.1030927835051,288.659793814433,506.44329896907215,50.25773195876289,28.350515463917525,21.90721649484536,257.73195876288656,6.443298969072165,100.51546391752576,422.680412371134,7.731958762886598,24.484536082474225,230.6701030927835,33.50515463917526,0.0,0.0,186.8556701030928,309.2783505154639,6.443298969072165,2.5773195876288657,1.2886597938144329,0.0,0.0,0.0,1.2886597938144329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.865979381443299,0.0,0.0,0.0,3.865979381443299,0.0,0.0,0.0,0.0,2.5773195876288657,0.0,3.865979381443299,0.0,0.0,0.0,1.2886597938144329,0.0,1.2886597938144329,77.31958762886597,10.309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02061855670103,0.0,0.0,92.78350515463917,0.0,0.0,0.0,0.0,1.2886597938144329,0.0,16.75257731958763,20.618556701030926,0.0,0.0,0.0,9.02061855670103,6.443298969072165,0.0,0.0,3.865979381443299,0.0,1.2886597938144329,1.2886597938144329,0.0,0.0,16.75257731958763,2.5773195876288657,0.0,0.0,1.2886597938144329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.443298969072165,0.0,1.2886597938144329,1.2886597938144329,88.91752577319588,0.0,1.2886597938144329,9.02061855670103,0.0,0.0,0.0,32.21649484536082,2.5773195876288657,0.0,231.95876288659792,0.0,0.0,1.2886597938144329,3.865979381443299,0.0,0.0,0.0,0.0,2.5773195876288657,3.865979381443299,0.0,2.5773195876288657,9.02061855670103,10.309278350515463,0.0,0.0,97.9381443298969
HAN SPAD,aGFzaC03NDkzMjc4NDg4NTkzMTg0MA==,0.28,2019-11-01,6.5,8.0,6.0,6.0,8.0,8.0,8.0,0.0,842.8571428571428,371.4285714285714,471.4285714285714,103.57142857142856,64.28571428571428,39.285714285714285,275.0,10.714285714285714,178.57142857142856,364.2857142857143,14.285714285714285,14.285714285714285,267.85714285714283,89.28571428571428,0.0,0.0,214.28571428571428,235.7142857142857,14.285714285714285,7.142857142857142,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,117.85714285714285,17.857142857142854,7.142857142857142,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,78.57142857142857,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,7.142857142857142,0.0,0.0,0.0,46.42857142857142,3.571428571428571,0.0,0.0,0.0,0.0,3.571428571428571,3.571428571428571,0.0,0.0,42.857142857142854,3.571428571428571,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,7.142857142857142,0.0,96.42857142857142,0.0,0.0,28.57142857142857,0.0,0.0,0.0,7.142857142857142,0.0,0.0,139.28571428571428,0.0,0.0,3.571428571428571,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42857142857142,3.571428571428571,0.0,0.0,117.85714285714285
HAN SPAD,aGFzaC0xOTYyMDI1MjI4MzQwNzMyNjEz,0.451,2019-11-01,6.1,8.0,4.0,6.0,6.0,8.0,6.0,0.0,733.9246119733924,317.0731707317073,416.8514412416851,84.25720620842571,50.99778270509978,33.25942350332594,261.64079822616407,17.738359201773836,117.51662971175166,323.72505543237247,13.303769401330376,17.738359201773836,257.2062084257206,39.911308203991126,2.2172949002217295,0.0,164.07982261640797,232.8159645232816,8.869179600886918,11.086474501108647,0.0,0.0,0.0,0.0,2.2172949002217295,0.0,0.0,0.0,0.0,0.0,2.2172949002217295,0.0,0.0,4.434589800443459,0.0,0.0,0.0,6.651884700665188,0.0,0.0,2.2172949002217295,0.0,2.2172949002217295,0.0,6.651884700665188,0.0,0.0,0.0,0.0,0.0,0.0,68.73614190687361,17.738359201773836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6940133037694,0.0,0.0,77.60532150776054,4.434589800443459,0.0,2.2172949002217295,0.0,2.2172949002217295,0.0,2.2172949002217295,19.955654101995563,0.0,0.0,0.0,0.0,6.651884700665188,0.0,0.0,6.651884700665188,0.0,2.2172949002217295,2.2172949002217295,0.0,0.0,26.607538802660752,11.086474501108647,0.0,0.0,2.2172949002217295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.869179600886918,0.0,4.434589800443459,4.434589800443459,86.47450110864744,0.0,0.0,6.651884700665188,0.0,0.0,0.0,44.34589800443459,0.0,0.0,155.21064301552107,0.0,0.0,2.2172949002217295,6.651884700665188,0.0,4.434589800443459,2.2172949002217295,0.0,0.0,4.434589800443459,0.0,2.2172949002217295,0.0,6.651884700665188,0.0,0.0,77.60532150776054
HAN SPAD,aGFzaDU0NDcxODY1NjEyNTQ3MTAwMDY=,0.685,2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.2189781021898,229.1970802919708,981.0218978102189,49.63503649635037,27.73722627737226,21.8978102189781,189.7810218978102,39.41605839416058,115.32846715328466,865.6934306569342,0.0,2.9197080291970803,159.12408759124085,64.23357664233576,2.9197080291970803,0.0,147.44525547445255,797.0802919708028,5.839416058394161,29.1970802919708,1.4598540145985401,0.0,0.0,0.0,1.4598540145985401,0.0,0.0,0.0,0.0,0.0,2.9197080291970803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.839416058394161,0.0,0.0,0.0,8.75912408759124,0.0,0.0,0.0,0.0,0.0,0.0,87.5912408759124,1.4598540145985401,2.9197080291970803,0.0,0.0,1.4598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,1.4598540145985401,0.0,0.0,46.715328467153284,0.0,0.0,7.2992700729927,0.0,1.4598540145985401,0.0,0.0,1.4598540145985401,0.0,0.0,0.0,35.03649635036496,1.4598540145985401,0.0,0.0,0.0,0.0,1.4598540145985401,1.4598540145985401,0.0,0.0,17.51824817518248,0.0,0.0,0.0,1.4598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.839416058394161,0.0,13.13868613138686,7.2992700729927,55.47445255474452,0.0,1.4598540145985401,13.13868613138686,0.0,0.0,0.0,20.43795620437956,0.0,1.4598540145985401,713.8686131386861,0.0,0.0,1.4598540145985401,0.0,0.0,11.678832116788321,7.2992700729927,0.0,0.0,0.0,0.0,0.0,35.03649635036496,1.4598540145985401,0.0,0.0,91.97080291970802
