file,assignment,kloc,grade,errors_total,pmd_total,checkstyle_total,errors_count,pmd_count,checkstyle_count,cluster_Best practices,cluster_Complexity,cluster_Incomplete code,cluster_Reusability and extendibility,cluster_Side effects,pmd_cat_Best practices,pmd_cat_Code style,pmd_cat_Design,pmd_cat_ErrorProne,checkstyle_cat_Block Checks,checkstyle_cat_Class Design,checkstyle_cat_Coding,checkstyle_cat_Imports,checkstyle_cat_Metrics,checkstyle_cat_SizeViolations,pmd_AbstractClassWithoutAbstractMethod,pmd_ArrayIsStoredDirectly,pmd_AssignmentInOperand,pmd_AssignmentToNonFinalStatic,pmd_AtLeastOneConstructor,pmd_AvoidBranchingStatementAsLastInLoop,pmd_AvoidCatchingGenericException,pmd_AvoidCatchingNPE,pmd_AvoidDecimalLiteralsInBigDecimalConstructor,pmd_AvoidDeeplyNestedIfStmts,pmd_AvoidDuplicateLiterals,pmd_AvoidLosingExceptionInformation,pmd_AvoidPrintStackTrace,pmd_AvoidReassigningLoopVariables,pmd_AvoidReassigningParameters,pmd_AvoidThrowingNullPointerException,pmd_AvoidThrowingRawExceptionTypes,pmd_AvoidUncheckedExceptionsInSignatures,pmd_AvoidUsingHardCodedIP,pmd_BooleanGetMethodName,pmd_BrokenNullCheck,pmd_CallSuperInConstructor,pmd_ClassWithOnlyPrivateConstructorsShouldBeFinal,pmd_CloseResource,pmd_CognitiveComplexity,pmd_CompareObjectsWithEquals,pmd_ConfusingTernary,pmd_ConstructorCallsOverridableMethod,pmd_CyclomaticComplexity,pmd_DataClass,pmd_EmptyCatchBlock,pmd_EmptyControlStatement,pmd_EmptyMethodInAbstractClassShouldBeAbstract,pmd_EqualsNull,pmd_ExtendsObject,pmd_FieldDeclarationsShouldBeAtStartOfClass,pmd_ForLoopCanBeForeach,pmd_IdempotentOperations,pmd_IdenticalCatchBranches,pmd_ImmutableField,pmd_LawOfDemeter,pmd_LiteralsFirstInComparisons,pmd_LocalVariableCouldBeFinal,pmd_LogicInversion,pmd_LooseCoupling,pmd_MethodArgumentCouldBeFinal,pmd_MisplacedNullCheck,pmd_MutableStaticState,pmd_NPathComplexity,pmd_NcssCount,pmd_NoPackage,pmd_NullAssignment,pmd_OneDeclarationPerLine,pmd_OnlyOneReturn,pmd_PrematureDeclaration,pmd_PreserveStackTrace,pmd_SignatureDeclareThrowsException,pmd_SimplifyBooleanExpressions,pmd_SimplifyBooleanReturns,pmd_SingularField,pmd_SwitchStmtsShouldHaveDefault,pmd_SystemPrintln,pmd_TooManyFields,pmd_TooManyMethods,pmd_UnnecessaryConstructor,pmd_UnnecessaryFullyQualifiedName,pmd_UnnecessaryImport,pmd_UnnecessaryLocalBeforeReturn,pmd_UnnecessaryModifier,pmd_UnnecessarySemicolon,pmd_UnusedAssignment,pmd_UnusedFormalParameter,pmd_UnusedLocalVariable,pmd_UnusedPrivateField,pmd_UnusedPrivateMethod,pmd_UseCollectionIsEmpty,pmd_UseEqualsToCompareStrings,pmd_UseUtilityClass,pmd_UselessOperationOnImmutable,checkstyle_AvoidInlineConditionals,checkstyle_AvoidNestedBlocks,checkstyle_AvoidNoArgumentSuperConstructorCall,checkstyle_AvoidStarImport,checkstyle_AvoidStaticImport,checkstyle_BooleanExpressionComplexity,checkstyle_CovariantEquals,checkstyle_CyclomaticComplexity,checkstyle_DesignForExtension,checkstyle_EmptyCatchBlock,checkstyle_EqualsAvoidNull,checkstyle_ExecutableStatementCount,checkstyle_ExplicitInitialization,checkstyle_FinalClass,checkstyle_HiddenField,checkstyle_HideUtilityClassConstructor,checkstyle_InnerAssignment,checkstyle_JavaNCSS,checkstyle_LambdaBodyLength,checkstyle_MagicNumber,checkstyle_MissingCtor,checkstyle_MissingSwitchDefault,checkstyle_ModifiedControlVariable,checkstyle_MultipleStringLiterals,checkstyle_NPathComplexity,checkstyle_NestedIfDepth,checkstyle_NestedTryDepth,checkstyle_ParameterAssignment,checkstyle_ReturnCount,checkstyle_SimplifyBooleanExpression,checkstyle_SimplifyBooleanReturn,checkstyle_UnusedLocalVariable,checkstyle_VariableDeclarationUsageDistance,checkstyle_VisibilityModifier
a250663,HU OOP,1.76,9.411764705882351,538.6363636363636,347.15909090909093,191.47727272727272,20.454545454545453,12.5,7.954545454545454,290.90909090909093,1.1363636363636365,62.5,184.0909090909091,0.0,43.75,210.22727272727272,89.20454545454545,3.977272727272727,0.0,91.47727272727273,96.02272727272727,2.840909090909091,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,6.818181818181818,0.0,3.977272727272727,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,2.840909090909091,0.0,0.0,0.0,0.0,1.1363636363636365,1.7045454545454546,0.0,0.0,0.0,0.0,0.0,13.068181818181818,0.0,0.0,0.0,32.95454545454545,31.818181818181817,0.0,92.61363636363636,0.0,5.681818181818182,86.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,1.7045454545454546,5.113636363636363,0.0,0.0,5.113636363636363,0.0,0.0,0.0,0.0,35.79545454545455,0.0,0.0,1.7045454545454546,0.0,3.977272727272727,0.0,0.5681818181818182,0.0,0.5681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,7.954545454545454,0.0,3.977272727272727,0.0,0.0,2.272727272727273,0.5681818181818182,1.1363636363636365,0.0,0.0,82.38636363636364,0.0,0.0,0.0,1.7045454545454546,0.0,6.25,7.954545454545454,0.0,0.0,0.0,45.45454545454545,14.772727272727273,0.0,0.0,22.15909090909091,0.0,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.5681818181818182,1.1363636363636365
a252724,HU OOP,0.786,2.3529411764705883,334.60559796437656,284.98727735368954,49.61832061068702,31.806615776081422,22.900763358778626,8.905852417302798,189.56743002544528,0.0,68.70229007633587,76.33587786259541,0.0,33.07888040712468,167.93893129770993,83.96946564885496,0.0,0.0,22.900763358778626,26.717557251908396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53944020356234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.272264631043257,0.0,0.0,0.0,0.0,0.0,11.450381679389313,0.0,0.0,0.0,34.351145038167935,33.07888040712468,0.0,55.979643765903305,0.0,3.8167938931297707,81.42493638676845,0.0,0.0,0.0,0.0,0.0,0.0,3.8167938931297707,0.0,0.0,0.0,6.361323155216285,0.0,0.0,1.272264631043257,0.0,22.900763358778626,0.0,0.0,0.0,0.0,0.0,1.272264631043257,0.0,1.272264631043257,1.272264631043257,0.0,0.0,1.272264631043257,0.0,0.0,0.0,5.089058524173028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.083969465648853,0.0,0.0,0.0,0.0,0.0,2.544529262086514,3.8167938931297707,0.0,0.0,0.0,10.178117048346056,11.450381679389313,0.0,0.0,1.272264631043257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.272264631043257,0.0
a244602,HU OOP,1.892,10.0,477.2727272727273,304.9682875264271,172.30443974630023,25.369978858350954,15.856236786469346,9.513742071881607,251.58562367864695,3.171247357293869,56.02536997885835,166.49048625792813,0.0,56.553911205074,176.00422832980973,68.71035940803382,3.699788583509514,0.0,79.80972515856237,89.32346723044398,1.5856236786469344,1.0570824524312896,0.5285412262156448,0.0,0.0,0.0,0.0,4.2283298097251585,0.0,0.5285412262156448,0.0,0.0,0.0,1.5856236786469344,0.0,0.5285412262156448,0.0,0.0,0.0,1.0570824524312896,0.0,0.0,0.0,0.0,0.0,0.0,2.1141649048625792,0.5285412262156448,0.0,0.0,0.0,1.0570824524312896,1.5856236786469344,0.0,0.0,0.0,0.0,0.0,4.7568710359408035,0.0,0.0,0.0,27.48414376321353,24.841437632135307,0.5285412262156448,73.99577167019028,0.0,4.2283298097251585,76.10993657505286,0.0,0.0,0.0,0.0,0.0,0.0,1.5856236786469344,8.456659619450317,0.5285412262156448,0.0,2.6427061310782243,0.0,0.0,0.5285412262156448,0.0,41.754756871035944,0.0,0.0,1.5856236786469344,0.0,4.7568710359408035,0.0,1.5856236786469344,0.0,5.813953488372094,0.0,0.5285412262156448,0.5285412262156448,0.0,1.0570824524312896,0.0,8.456659619450317,0.0,4.2283298097251585,0.0,0.0,1.0570824524312896,0.5285412262156448,0.0,0.0,0.5285412262156448,68.71035940803382,0.0,0.5285412262156448,0.5285412262156448,3.699788583509514,0.0,4.2283298097251585,8.456659619450317,0.0,0.0,0.0,46.51162790697675,12.684989429175475,0.0,0.0,14.270613107822411,0.5285412262156448,0.0,0.0,0.0,2.1141649048625792,0.0,0.0,0.5285412262156448,0.5285412262156448,2.6427061310782243
a250728,HU OOP,1.511,9.411764705882351,456.651224354732,347.45201853077435,109.19920582395766,29.11978821972204,20.516214427531438,8.603573792190604,243.54731965585705,0.6618133686300464,90.66843150231635,120.45003309066844,1.3236267372600927,34.414295168762415,228.325612177366,82.7266710787558,1.9854401058901392,0.0,45.6651224354732,62.21045665122436,1.3236267372600927,0.0,0.0,0.0,0.0,0.0,0.0,10.589013898080742,0.0,0.6618133686300464,0.0,0.0,0.0,1.3236267372600927,0.0,0.6618133686300464,0.0,0.6618133686300464,0.0,3.309066843150232,0.0,0.0,0.0,0.0,0.0,0.0,0.6618133686300464,0.0,0.0,0.0,0.0,0.6618133686300464,1.3236267372600927,0.0,0.0,0.0,0.0,0.0,5.956320317670417,0.0,0.0,0.0,35.07610853739246,31.767041694242227,0.0,89.34480476505627,0.0,5.956320317670417,86.03573792190603,0.0,0.0,0.0,0.0,0.0,0.0,1.3236267372600927,11.250827266710788,1.3236267372600927,0.0,3.309066843150232,0.0,0.6618133686300464,0.0,0.0,17.207147584381207,0.0,0.0,0.6618133686300464,0.0,8.603573792190604,13.898080741230974,0.0,0.6618133686300464,4.632693580410325,0.6618133686300464,1.3236267372600927,1.3236267372600927,0.6618133686300464,0.0,0.0,5.956320317670417,0.0,0.0,0.0,0.0,0.6618133686300464,0.6618133686300464,0.0,0.0,0.0,40.370615486432825,0.0,0.0,0.0,0.0,0.0,2.6472534745201854,3.9708802117802784,0.0,0.0,0.0,29.781601588352085,9.26538716082065,0.0,0.0,16.545334215751158,0.0,0.0,0.0,0.6618133686300464,1.3236267372600927,0.0,0.0,1.3236267372600927,0.6618133686300464,1.3236267372600927
a252798,HU OOP,1.458,10.0,650.2057613168724,408.09327846364886,242.1124828532236,28.12071330589849,17.83264746227709,10.2880658436214,331.9615912208505,0.6858710562414266,109.73936899862827,207.81893004115227,0.0,63.78600823045268,254.45816186556928,83.67626886145405,6.172839506172839,0.0,105.6241426611797,134.43072702331963,1.3717421124828533,0.0,0.6858710562414266,0.0,0.0,0.6858710562414266,0.0,6.172839506172839,0.0,2.05761316872428,0.0,0.0,0.0,2.05761316872428,0.0,0.0,0.0,0.0,0.0,2.05761316872428,0.0,0.0,0.0,0.0,0.0,0.0,2.05761316872428,0.0,0.6858710562414266,0.0,0.0,0.0,0.6858710562414266,0.0,0.0,0.0,0.0,0.0,6.858710562414267,0.0,0.0,0.0,30.8641975308642,36.351165980795614,0.0,109.73936899862827,0.0,6.858710562414267,93.27846364883402,0.0,0.0,0.0,0.0,0.0,0.0,6.858710562414267,15.089163237311386,0.6858710562414266,0.0,3.4293552812071333,0.0,0.0,0.0,0.0,45.953360768175585,0.0,0.0,0.6858710562414266,0.0,5.486968449931413,16.46090534979424,0.0,0.0,1.3717421124828533,0.0,2.7434842249657065,0.0,0.0,0.0,0.6858710562414266,8.23045267489712,0.0,4.801097393689987,0.0,0.0,1.3717421124828533,0.0,0.0,0.0,0.0,80.93278463648834,0.0,0.0,0.0,4.11522633744856,0.0,36.351165980795614,8.23045267489712,0.0,0.0,0.6858710562414266,50.06858710562415,14.40329218106996,0.0,0.0,17.83264746227709,0.0,0.0,0.0,0.0,2.7434842249657065,0.0,0.6858710562414266,2.7434842249657065,0.6858710562414266,16.46090534979424
a243392,HU OOP,1.868,9.411764705882351,548.1798715203425,347.4304068522484,200.74946466809422,23.55460385438972,15.524625267665952,8.029978586723768,276.7665952890792,1.070663811563169,71.19914346895075,199.14346895074945,0.0,51.9271948608137,195.93147751605994,93.14775160599571,6.423982869379015,0.0,89.40042826552462,105.99571734475374,4.282655246252676,1.070663811563169,0.0,0.0,0.0,0.0,0.0,6.423982869379015,0.0,1.6059957173447537,0.0,0.0,0.0,3.2119914346895073,0.0,0.0,0.0,0.0,0.0,1.070663811563169,0.0,0.0,0.0,0.0,0.0,0.0,2.141327623126338,1.070663811563169,0.5353319057815845,0.5353319057815845,0.0,0.0,1.6059957173447537,0.0,0.0,0.0,0.0,0.0,4.817987152034261,0.0,0.0,0.0,32.11991434689507,43.897216274089935,0.0,91.00642398286938,0.0,4.817987152034261,81.37044967880085,0.0,0.0,0.0,0.0,0.0,0.0,3.747323340471092,7.494646680942184,0.0,0.0,2.6766595289079227,0.0,0.0,0.5353319057815845,0.0,38.54389721627409,0.0,0.0,2.141327623126338,0.0,1.6059957173447537,0.5353319057815845,0.0,0.0,0.5353319057815845,0.0,3.2119914346895073,0.5353319057815845,0.0,0.5353319057815845,0.5353319057815845,8.565310492505352,0.0,3.2119914346895073,0.0,0.0,1.6059957173447537,2.6766595289079227,1.070663811563169,0.0,0.0,79.22912205567451,0.0,0.0,0.0,0.5353319057815845,0.0,16.595289079229122,8.565310492505352,0.0,0.0,0.0,50.321199143468945,14.989293361884368,0.0,0.0,16.059957173447536,0.0,0.0,0.0,0.0,0.5353319057815845,0.0,0.0,3.2119914346895073,0.5353319057815845,1.6059957173447537
a242477,HU OOP,1.636,10.0,506.11246943765286,327.01711491442546,179.0953545232274,20.78239608801956,14.66992665036675,6.112469437652812,251.2224938875306,0.0,77.62836185819071,177.26161369193156,0.0,47.67726161369193,190.70904645476773,85.57457212713938,3.056234718826406,0.0,89.85330073349634,89.24205378973106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.501222493887531,0.0,2.444987775061125,0.0,0.0,0.0,1.2224938875305624,0.0,0.0,0.0,0.0,0.0,2.444987775061125,0.0,0.0,0.0,0.0,0.0,0.0,0.6112469437652812,0.0,0.0,0.0,0.0,0.0,1.2224938875305624,0.0,0.0,0.0,0.0,0.0,5.501222493887531,0.0,0.0,0.0,33.007334963325185,31.784841075794624,0.0,70.29339853300733,0.0,7.946210268948656,89.85330073349634,0.0,0.6112469437652812,0.0,0.0,0.0,1.2224938875305624,1.8337408312958436,4.88997555012225,0.6112469437652812,0.6112469437652812,4.88997555012225,0.0,0.0,0.0,0.0,36.674816625916876,0.0,0.0,0.0,0.0,13.447432762836186,0.0,0.6112469437652812,0.0,0.6112469437652812,0.0,0.0,0.0,0.0,0.0,0.0,9.168704156479219,0.0,4.278728606356968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.239608801956,0.0,0.0,0.0,1.2224938875305624,0.0,15.892420537897312,9.168704156479219,0.0,0.0,0.0,37.286063569682156,14.66992665036675,0.0,0.0,14.66992665036675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2224938875305624,2.444987775061125
a246608,HU OOP,1.503,7.647058823529411,438.4564204923487,286.7598137059215,151.69660678642717,29.27478376580173,19.29474384564205,9.980039920159681,206.25415834996676,0.6653359946773121,55.88822355289422,174.31803060545576,1.3306719893546242,30.605455755156356,167.66467065868264,84.49767132401864,3.9920159680638725,0.6653359946773121,81.17099135063208,68.52960745176314,0.6653359946773121,0.6653359946773121,0.0,0.0,0.0,0.0,0.0,3.9920159680638725,0.0,1.3306719893546242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6653359946773121,0.0,0.6653359946773121,0.0,0.0,0.0,0.0,0.0,0.0,1.3306719893546242,0.0,1.3306719893546242,0.6653359946773121,0.0,0.6653359946773121,0.6653359946773121,0.0,1.9960079840319362,0.0,0.0,0.0,5.9880239520958085,0.0,0.0,0.0,31.27079174983367,37.25881570192948,0.0,67.86427145708583,0.0,4.657351962741185,79.17498336660015,0.0,0.0,0.0,0.0,0.0,0.0,1.9960079840319362,2.6613439787092483,0.0,0.0,3.3266799733865606,0.0,0.0,0.0,0.0,19.960079840319363,0.0,0.0,1.3306719893546242,0.0,1.9960079840319362,1.3306719893546242,0.0,0.6653359946773121,0.6653359946773121,0.0,1.9960079840319362,0.0,0.6653359946773121,0.0,1.3306719893546242,9.31470392548237,0.0,0.6653359946773121,0.6653359946773121,0.0,0.6653359946773121,0.0,0.6653359946773121,0.0,0.0,70.52561543579507,0.0,0.0,0.0,0.6653359946773121,0.0,3.3266799733865606,9.31470392548237,0.0,0.0,0.0,41.25083166999335,13.306719893546243,0.0,0.0,5.9880239520958085,0.0,0.0,0.0,0.6653359946773121,0.0,0.0,0.0,1.9960079840319362,0.6653359946773121,1.3306719893546242
a252224,HU OOP,1.014,1.9117647058823528,571.9921104536489,340.23668639053255,231.75542406311638,34.51676528599606,21.696252465483234,12.820512820512821,274.16173570019726,0.0,86.78500986193293,209.07297830374753,1.9723865877712032,56.21301775147929,187.3767258382643,90.72978303747534,5.9171597633136095,0.0,122.2879684418146,108.48126232741618,0.9861932938856016,0.0,0.0,0.0,0.0,0.0,3.9447731755424065,9.861932938856016,0.0,0.0,0.0,0.0,0.0,1.9723865877712032,0.0,0.0,0.0,0.9861932938856016,0.0,1.9723865877712032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9723865877712032,0.0,0.0,0.0,0.0,0.0,8.875739644970414,0.0,0.0,0.0,36.489151873767256,29.585798816568047,0.0,63.116370808678504,0.0,6.903353057199211,99.60552268244575,0.0,3.9447731755424065,0.0,0.0,0.0,0.0,2.9585798816568047,4.930966469428008,0.0,0.0,4.930966469428008,0.0,0.0,1.9723865877712032,0.0,41.42011834319526,0.0,0.0,0.0,0.0,0.9861932938856016,0.0,0.0,0.0,1.9723865877712032,0.0,0.0,1.9723865877712032,0.0,0.0,0.0,9.861932938856016,0.0,5.9171597633136095,0.0,0.0,0.0,0.9861932938856016,0.0,0.0,0.0,95.66074950690336,0.0,0.0,0.0,0.9861932938856016,0.0,22.682445759368836,9.861932938856016,0.0,0.0,0.0,38.46153846153846,19.723865877712033,0.0,0.0,17.75147928994083,0.0,0.0,0.0,0.9861932938856016,0.9861932938856016,0.0,0.0,0.0,0.9861932938856016,16.765285996055226
a228053,HU OOP,1.975,10.0,592.4050632911392,354.4303797468354,237.9746835443038,24.303797468354432,14.683544303797468,9.620253164556962,307.34177215189874,4.556962025316455,71.39240506329114,208.1012658227848,1.0126582278481011,52.151898734177216,220.75949367088606,76.9620253164557,4.556962025316455,0.0,90.63291139240506,142.78481012658227,2.0253164556962022,2.0253164556962022,0.5063291139240506,0.0,0.0,0.0,0.0,4.556962025316455,0.0,1.5189873417721518,0.0,0.0,0.0,3.5443037974683542,0.0,0.0,0.0,0.5063291139240506,0.0,2.0253164556962022,0.0,0.0,0.0,0.0,0.0,0.0,1.0126582278481011,0.0,0.0,0.0,0.0,1.0126582278481011,1.5189873417721518,0.0,0.0,0.0,0.0,0.0,4.556962025316455,0.0,0.0,0.0,23.29113924050633,33.41772151898734,0.5063291139240506,102.27848101265822,0.0,6.075949367088607,90.12658227848101,0.0,0.0,1.0126582278481011,0.0,0.0,0.0,1.5189873417721518,11.139240506329113,1.0126582278481011,0.0,2.531645569620253,0.0,0.0,0.0,0.0,38.9873417721519,0.0,0.5063291139240506,0.0,0.5063291139240506,4.0506329113924044,2.531645569620253,0.0,0.0,1.5189873417721518,0.0,1.0126582278481011,0.0,2.0253164556962022,0.0,0.0,10.126582278481012,0.0,3.5443037974683542,0.0,0.0,1.5189873417721518,0.5063291139240506,0.0,0.0,1.0126582278481011,74.9367088607595,0.0,1.5189873417721518,0.5063291139240506,1.5189873417721518,0.0,25.31645569620253,10.126582278481012,0.0,0.0,0.0,65.82278481012658,14.683544303797468,0.0,0.0,21.265822784810126,1.0126582278481011,0.0,0.0,0.5063291139240506,2.0253164556962022,0.0,0.0,1.0126582278481011,5.5696202531645564,5.5696202531645564
